Event,Value,Timestamp
task_advance,1,01:00
task_advance,2,01:59
danger_zone_start,ai_handler,02:09
thrshldpsscntttl_dngr,1,02:24
ai_incorrectlogging,1,02:24
stppsscount_dngr,1,02:24
thrshldpsscntttl_dngr,1,02:34
ai_incorrectlogging,2,02:34
stppsscount_dngr,1,02:34
thrshldpsscntttl_dngr,2,02:44
ai_incorrectlogging,3,02:44
stppsscount_dngr,2,02:44
thrshldpsscntttl_dngr,2,02:57
ai_incorrectlogging,4,02:57
stppsscount_dngr,2,02:57
ai_correctlogging,1,03:03
thrshldpsscntttl_dngr,3,03:07
ai_incorrectlogging,5,03:07
stppsscount_dngr,3,03:07
task_advance,3,03:16
thrshldpsscntttl_dngr,3,03:18
ai_incorrectlogging,6,03:18
stppsscount_dngr,3,03:18
ai_correctlogging,2,03:59
ai_correctlogging,3,04:02
task_advance,4,04:11
ai_correctlogging,4,04:18
danger_zone_end,ai_handler,04:21
task_advance,5,05:14
task_advance,6,06:09
danger_zone_start,operator_handler,06:19
thrshldpsscntttl_dngr,4,06:34
thrshldpsscntttl_dngr,1,07:34
stppsscount_dngr,1,07:36
thrshldpsscntttl_dngr,5,07:50
stppsscount_dngr,4,07:52
task_advance,7,08:36
task_advance,8,09:49
danger_zone_end,operator_handler,10:04
task_advance,9,10:45
thrshldpsscntdngrttl_nrml,1,10:47
stppsscount_nrml,1,10:48
stppsscount_nrml,2,10:49
CHOICE,YES,11:07
thrshldpsscntdngrttl_nrml,2,11:31
task_advance,10,11:40
danger_zone_start,ai_handler,11:50
thrshldpsscntttl_dngr,2,12:01
ai_incorrectlogging,7,12:01
stppsscount_dngr,2,12:01
calibration,1,12:01
task_advance,11,12:33
ai_correctlogging,5,12:44
ai_correctlogging,6,12:50
ai_correctlogging,7,12:57
task_advance,12,13:08
danger_zone_end,ai_handler,13:18
thrshldpsscntdngrttl_nrml,3,14:00
duplicated_entry,N/A,14:32
thrshldpsscntdngrttl_nrml,4,15:12
stppsscount_nrml,3,15:12
thrshldpsscntdngrttl_nrml,5,15:48
stppsscount_nrml,4,15:49
stppsscount_nrml,5,15:50
stppsscount_nrml,6,15:50
stppsscount_nrml,7,15:51
duplicated_entry,N/A,15:51
stppsscount_nrml,8,15:52
task_advance,13,17:38
end,N/A,17:38
