Event,Value,Timestamp
task_advance,1,00:37
task_advance,2,01:20
danger_zone_start,ai_handler,01:30
thrshldpsscntttl_dngr,1,01:46
ai_incorrectlogging,1,01:46
stppsscount_dngr,1,01:46
thrshldpsscntttl_dngr,1,01:56
ai_incorrectlogging,2,01:56
stppsscount_dngr,1,01:56
thrshldpsscntttl_dngr,2,02:07
ai_incorrectlogging,3,02:07
stppsscount_dngr,2,02:07
task_advance,3,02:08
thrshldpsscntttl_dngr,3,02:17
ai_incorrectlogging,4,02:17
stppsscount_dngr,3,02:17
ai_correctlogging,1,02:24
thrshldpsscntttl_dngr,2,02:27
ai_incorrectlogging,5,02:27
stppsscount_dngr,2,02:27
thrshldpsscntttl_dngr,1,02:42
ai_incorrectlogging,6,02:42
stppsscount_dngr,1,02:42
task_advance,4,02:56
danger_zone_end,ai_handler,03:06
task_advance,5,03:43
thrshldpsscntdngrttl_nrml,1,03:48
task_advance,6,04:13
danger_zone_start,operator_handler,04:23
thrshldpsscntttl_dngr,3,04:38
stppsscount_dngr,3,04:39
stppsscount_dngr,4,04:40
stppsscount_dngr,5,04:41
stppsscount_dngr,6,04:42
stppsscount_dngr,7,04:43
stppsscount_dngr,8,04:44
stppsscount_dngr,9,04:45
stppsscount_dngr,10,04:46
stppsscount_dngr,11,04:47
thrshldpsscntttl_dngr,4,04:55
stppsscount_dngr,4,04:57
stppsscount_dngr,5,04:59
stppsscount_dngr,6,05:01
stppsscount_dngr,7,05:03
stppsscount_dngr,8,05:05
stppsscount_dngr,9,05:07
stppsscount_dngr,10,05:09
stppsscount_dngr,11,05:11
stppsscount_dngr,12,05:11
stppsscount_dngr,13,05:12
task_advance,7,05:12
stppsscount_dngr,14,05:13
stppsscount_dngr,15,05:13
stppsscount_dngr,16,05:14
stppsscount_dngr,17,05:14
stppsscount_dngr,18,05:15
stppsscount_dngr,19,05:16
stppsscount_dngr,20,05:16
stppsscount_dngr,21,05:17
stppsscount_dngr,22,05:17
stppsscount_dngr,23,05:18
stppsscount_dngr,24,05:19
stppsscount_dngr,25,05:19
thrshldpsscntttl_dngr,2,05:20
stppsscount_dngr,26,05:22
stppsscount_dngr,2,05:22
stppsscount_dngr,27,05:24
stppsscount_dngr,3,05:25
stppsscount_dngr,28,05:26
stppsscount_dngr,4,05:27
stppsscount_dngr,29,05:28
stppsscount_dngr,5,05:30
stppsscount_dngr,30,05:30
stppsscount_dngr,31,05:32
stppsscount_dngr,6,05:32
stppsscount_dngr,32,05:34
stppsscount_dngr,7,05:35
stppsscount_dngr,33,05:36
stppsscount_dngr,8,05:37
stppsscount_dngr,34,05:38
stppsscount_dngr,9,05:40
stppsscount_dngr,35,05:40
task_advance,8,05:41
stppsscount_dngr,36,05:42
stppsscount_dngr,10,05:42
stppsscount_dngr,37,05:44
stppsscount_dngr,11,05:45
stppsscount_dngr,38,05:46
stppsscount_dngr,12,05:47
stppsscount_dngr,39,05:48
stppsscount_dngr,40,05:50
stppsscount_dngr,41,05:52
stppsscount_dngr,42,05:54
stppsscount_dngr,43,05:56
danger_zone_end,operator_handler,05:56
task_advance,9,06:23
CHOICE,YES,06:48
duplicated_entry,N/A,08:15
task_advance,10,09:00
danger_zone_start,ai_handler,09:10
thrshldpsscntttl_dngr,3,09:20
ai_incorrectlogging,7,09:20
stppsscount_dngr,13,09:20
wrong_entry,N/A,09:40
task_advance,11,09:55
ai_correctlogging,2,10:06
ai_correctlogging,3,10:09
calibration,1,10:14
ai_correctlogging,4,10:15
duplicated_entry,N/A,10:44
ai_correctlogging,5,11:02
ai_correctlogging,6,11:09
ai_correctlogging,7,11:10
task_advance,12,11:52
ai_correctlogging,8,11:58
danger_zone_end,ai_handler,12:02
duplicated_entry,N/A,12:37
collision,1,13:01
collision,1,13:22
thrshldpsscntdngrttl_nrml,2,13:27
collision,1,13:31
duplicated_entry,N/A,13:54
thrshldpsscntdngrttl_nrml,3,14:31
duplicated_entry,N/A,15:36
task_advance,13,16:42
end,N/A,16:42
