Event,Value,Timestamp
dialogue_change,start_experiment,
collision,1,00:19
dialogue_change,collision_2,00:19
button_reposnse,A2@d_key=None,00:19
collision,1,00:39
dialogue_change,collision_3,00:39
button_reposnse,A2@d_key=None,00:39
collision,1,00:42
dialogue_change,collision_2,00:42
button_reposnse,A2@d_key=None,00:43
collision,1,00:44
dialogue_change,collision_2,00:44
button_reposnse,A2@d_key=None,00:45
collision,1,00:49
dialogue_change,collision_3,00:49
button_reposnse,A2@d_key=None,00:49
anomally,2,00:50
dialogue_change,emergency,00:51
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
button_reposnse,A1@d_key=None,00:52
anomally,2,00:52
collision,1,00:55
dialogue_change,collision_3,00:55
button_reposnse,A2@d_key=None,00:55
anomally,2,00:59
dialogue_change,emergency,01:00
button_reposnse,A1@d_key=None,01:01
button_reposnse,A1@d_key=None,01:01
anomally,2,01:01
collision,1,01:10
dialogue_change,collision_2,01:10
button_reposnse,A2@d_key=None,01:10
collision,1,01:15
dialogue_change,collision_3,01:15
button_reposnse,A1@d_key=None,01:15
collision,1,01:21
dialogue_change,collision_2,01:21
button_reposnse,A2@d_key=None,01:21
collision,1,01:27
dialogue_change,collision_3,01:27
button_reposnse,A2@d_key=None,01:27
collision,1,01:30
dialogue_change,collision_1,01:30
button_reposnse,A1@d_key=None,01:30
collision,1,01:35
dialogue_change,collision_3,01:35
button_reposnse,A2@d_key=None,01:35
collision,1,01:50
dialogue_change,collision_2,01:50
button_reposnse,A2@d_key=None,01:51
collision,1,01:58
dialogue_change,collision_1,01:58
button_reposnse,A2@d_key=None,01:58
anomally,2,02:08
dialogue_change,emergency,02:10
button_reposnse,A1@d_key=None,02:10
button_reposnse,A1@d_key=None,02:10
button_reposnse,A1@d_key=None,02:10
button_reposnse,A1@d_key=None,02:10
button_reposnse,A1@d_key=None,02:10
anomally,2,02:10
collision,1,02:16
dialogue_change,collision_2,02:16
button_reposnse,A1@d_key=None,02:16
collision,1,02:19
dialogue_change,collision_2,02:19
button_reposnse,A2@d_key=None,02:19
collision,1,02:29
dialogue_change,collision_2,02:29
button_reposnse,A2@d_key=None,02:29
dialogue_change,code_check_2,02:55
button_reposnse,A2@d_key=None,02:55
dialogue_change,end_experiment,02:55
button_reposnse,A1@d_key=None,02:55
dialogue_change,end,02:55
