Event,Value,Timestamp
dialogue_change,start_experiment,
collision,1,00:12
dialogue_change,collision_1,00:12
button_reposnse,A2@d_key=None,00:12
collision,1,00:20
dialogue_change,collision_2,00:20
button_reposnse,A1@d_key=None,00:20
collision,1,00:24
dialogue_change,collision_1,00:24
button_reposnse,A2@d_key=None,00:24
collision,1,00:27
dialogue_change,collision_2,00:27
button_reposnse,A2@d_key=None,00:27
collision,1,00:57
dialogue_change,collision_1,00:57
button_reposnse,A2@d_key=None,00:57
anomally,2,01:05
dialogue_change,emergency,01:07
button_reposnse,A1@d_key=None,01:07
button_reposnse,A1@d_key=None,01:07
button_reposnse,A1@d_key=None,01:07
anomally,2,01:07
collision,1,01:24
dialogue_change,collision_3,01:24
button_reposnse,A2@d_key=None,01:24
collision,1,01:31
dialogue_change,collision_1,01:31
button_reposnse,A2@d_key=None,01:31
collision,1,02:05
dialogue_change,collision_3,02:05
button_reposnse,A2@d_key=None,02:05
anomally,2,02:07
dialogue_change,emergency,02:08
button_reposnse,A1@d_key=None,02:09
button_reposnse,A1@d_key=None,02:09
button_reposnse,A1@d_key=None,02:09
anomally,2,02:09
anomally,2,02:40
dialogue_change,emergency,02:41
button_reposnse,A1@d_key=None,02:41
button_reposnse,A1@d_key=None,02:41
anomally,2,02:41
paper,0,02:46
dialogue_change,paper,02:46
button_reposnse,A2@d_key=None,03:14
wrong_entry,N/A,03:38
dialogue_change,code_check_2,04:00
button_reposnse,A1@d_key=None,04:00
dialogue_change,end_experiment,04:00
button_reposnse,A2@d_key=None,04:01
dialogue_change,end,04:01
