Event,Value,Timestamp
collision,1,00:39
thrshldpsscntdngrttl_nrml,1,00:56
stppsscount_nrml,1,00:57
stppsscount_nrml,2,00:58
thrshldpsscntdngrttl_nrml,2,01:40
stppsscount_nrml,3,01:41
stppsscount_nrml,4,01:42
stppsscount_nrml,5,01:42
stppsscount_nrml,6,01:43
stppsscount_nrml,7,01:44
task_advance,1,01:47
task_advance,2,02:26
thrshldpsscntdngrttl_nrml,3,02:27
stppsscount_nrml,8,02:27
danger_zone_start,ai_handler,02:36
thrshldpsscntttl_dngr,1,02:51
ai_incorrectlogging,1,02:51
stppsscount_dngr,1,02:51
thrshldpsscntttl_dngr,1,03:00
ai_incorrectlogging,2,03:01
stppsscount_dngr,1,03:01
thrshldpsscntttl_dngr,2,03:13
ai_incorrectlogging,3,03:13
stppsscount_dngr,2,03:13
thrshldpsscntttl_dngr,2,03:25
ai_incorrectlogging,4,03:25
stppsscount_dngr,2,03:25
ai_correctlogging,1,03:35
thrshldpsscntttl_dngr,3,03:38
ai_incorrectlogging,5,03:39
stppsscount_dngr,3,03:39
task_advance,3,03:51
thrshldpsscntttl_dngr,1,03:53
ai_incorrectlogging,6,03:53
stppsscount_dngr,1,03:53
ai_correctlogging,2,04:09
ai_correctlogging,3,04:34
task_advance,4,04:47
ai_correctlogging,4,04:53
danger_zone_end,ai_handler,04:57
thrshldpsscntdngrttl_nrml,4,05:40
stppsscount_nrml,9,05:40
stppsscount_nrml,10,05:41
stppsscount_nrml,11,05:42
stppsscount_nrml,12,05:43
stppsscount_nrml,13,05:43
stppsscount_nrml,14,05:44
stppsscount_nrml,15,05:45
task_advance,5,06:03
thrshldpsscntdngrttl_nrml,5,06:27
stppsscount_nrml,16,06:28
stppsscount_nrml,17,06:29
task_advance,6,06:49
danger_zone_start,operator_handler,06:59
calibration,1,07:03
thrshldpsscntttl_dngr,4,07:15
thrshldpsscntttl_dngr,5,07:31
stppsscount_dngr,4,07:33
duplicated_entry,N/A,07:39
thrshldpsscntttl_dngr,3,07:57
task_advance,7,08:54
wrong_entry,N/A,10:45
duplicated_entry,N/A,11:26
collision,1,11:41
calibration,1,11:43
collision,1,12:02
wrong_entry,N/A,12:40
task_advance,8,13:13
danger_zone_end,operator_handler,13:28
task_advance,9,14:08
thrshldpsscntdngrttl_nrml,6,14:11
stppsscount_nrml,18,14:12
thrshldpsscntdngrttl_nrml,7,15:37
thrshldpsscntdngrttl_nrml,8,17:43
thrshldpsscntdngrttl_nrml,9,19:08
stppsscount_nrml,19,19:09
stppsscount_nrml,20,19:09
stppsscount_nrml,21,19:10
stppsscount_nrml,22,19:11
stppsscount_nrml,23,19:11
stppsscount_nrml,24,19:12
stppsscount_nrml,25,19:13
stppsscount_nrml,26,19:14
stppsscount_nrml,27,19:14
